Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:20XfYXeABLuSrsZvmDG4Ef,"Contagem Regressiva 2","Contagem Regressiva 2","Mc IG;MC Ryan SP;Menó Prodígio;MC Meno K;Dj TC;MC Jvila;MUC4;Mc Lele JP",2026-07-01,426666,71,false,31issvbo2go74xaihjj5ccogxvni,2026-07-07T15:51:21Z,"funk,trap funk,funk consciente,funk carioca","WM Brazil",0.917,0.754,5,-2.08,0,0.0759,0.461,0,0.127,0.933,125.999,4
spotify:track:5ooFbBHL6xleehCpWACc9M,"Menos Foco Mais Ansiedade (Ce Ta Nervosa)","Menos Foco Mais Ansiedade (Ce Ta Nervosa)","dj andreoli;Mc Jacaré;MC Ryan SP;ZANOLINI;Mc Lele JP;MC LUUKY",2026-05-28,234461,84,true,31issvbo2go74xaihjj5ccogxvni,2026-07-07T15:51:25Z,"electro,funk,trap funk,funk carioca,funk consciente","Djandreoli",0.89,0.691,5,-3.502,0,0.36,0.583,0.000132,0.0904,0.756,129.982,4
spotify:track:0dPd0AipaTFeelFB87YZpX,"Isso Aqui Vai Virar Zona 🍀","Feliz no Simples 🍀","Mc IG;MC Ryan SP;Mc Lele JP;TrapLaudo;DJ Glenner;Dj Daltin no Beat;Menor Richard",2025-05-13,348870,62,false,31issvbo2go74xaihjj5ccogxvni,2026-07-14T04:49:33Z,"funk,trap funk,funk consciente","WM Brazil",0.881,0.591,10,-9.009,0,0.0526,0.385,0,0.075,0.769,120.023,4
spotify:track:0C1cJj3ZNCS75sojrcMhZV,"Revoada do Tubarão","Revoada do Tubarão","MC Ryan SP;Mc Kevin;Mc IG;MC Rick;Mc Brisola;Mc Davi;Dfideliz;MC Dricka;Mc Vk;Mc Brinquedo;MC Paulin da Capital",2020-09-11,573333,63,true,31issvbo2go74xaihjj5ccogxvni,2026-07-14T04:49:38Z,"funk,funk consciente,trap funk,funk de bh,trap brasileiro,hip hop brasileiro,trap,brega funk","GR6 Music",0.889,0.821,8,-2.415,1,0.184,0.265,0,0.0949,0.732,90.014,4
spotify:track:2OX1Uw7gWUh1jPG6VnCF9J,"USEM CAMISINHA","F**K SONGS","Vulgo FK;Pedro Lotto;WEY",2024-10-24,141428,53,true,31issvbo2go74xaihjj5ccogxvni,2026-07-26T23:42:06Z,"trap brasileiro,trap funk,trap,funk,hip hop brasileiro","Som Livre",0.649,0.389,3,-9.941,0,0.584,0.652,0,0.0751,0.495,111.56,4
spotify:track:6FNItOka2SwtgxvIxihjsU,"Praiou","Praiou","Mc Lipi;Dj GM",2021-02-05,203467,51,false,31issvbo2go74xaihjj5ccogxvni,2026-07-26T23:42:11Z,"funk consciente,funk,trap funk","LoveFunk",0.781,0.676,1,-3.59,0,0.0616,0.064,0.000234,0.125,0.87,163.907,4
spotify:track:4ODMkKdMusKLAMWolKAchh,"Desfile na Favela","O Cenário Certo para o Teatro Perfeito","Danzo;Labbel Rec;Veigh;Bvga Beatz;Toledo",2023-08-25,160000,61,true,31issvbo2go74xaihjj5ccogxvni,2026-07-26T23:42:18Z,"trap brasileiro,trap,trap funk,hip hop brasileiro","Labbel Rec",0.838,0.446,4,-7.723,0,0.566,0.655,0,0.103,0.642,119.976,4
spotify:track:5beJhPxeoYW2wh6LJzLWMo,"Gangster Paulista","Nova Tendência","MC GP;DJ Oreia",2023-12-14,161860,46,true,31issvbo2go74xaihjj5ccogxvni,2026-07-26T23:42:23Z,"funk,funk consciente,trap funk","MC GP NOVA ERA",0.687,0.467,6,-8.12,0,0.448,0.0957,0,0.208,0.658,113.716,5
spotify:track:4BcymWo7t3t27RNb9mbNFx,"GRWM","É O Iguinho Da CT","Mc Iguinho Ct;Dj Aladin GDB;MC Willian;MC GP;MC LUUKY;DU'L",2026-08-13,433846,78,false,31issvbo2go74xaihjj5ccogxvni,2026-08-20T18:53:40Z,"funk,trap funk,funk consciente","Universal Music Ltda.",0.403,0.708,2,-4.118,0,0.226,0.488,0,0.108,0.534,84.807,3
spotify:track:0aff1PeFidGg14bcm0mqlt,"MAL INTENCIONADA (JÁ FOI, JÁ ERA)","MAGIC SHOW","Nagalli;Borges;Kyan;Vulgo FK;Veigh;Supernova Ent",2024-04-25,228571,57,true,31issvbo2go74xaihjj5ccogxvni,2026-08-20T18:53:47Z,"trap brasileiro,trap,trap funk,hip hop brasileiro,funk","Supernova Ent",0.785,0.557,1,-7.536,0,0.223,0.259,0,0.109,0.439,126.037,4
spotify:track:3VfV1OgTjbwnqbmOIttYa6,"Nois É Chefe 2","Quem Quer F1 Com o G?","MC GP;MC LUUKY;MC Rick;Mc Dena;Mc Negão Original;MC Ryan SP;DU'L;Boladin 211",2024-10-25,420927,59,true,31issvbo2go74xaihjj5ccogxvni,2026-08-20T18:53:52Z,"funk,funk consciente,trap funk,funk de bh,fado","MC GP & GR6",0.816,0.755,8,-3.143,1,0.39,0.182,0,0.512,0.647,129.763,4
spotify:track:4BoKVbD5OthR4EwPptEsvr,"BB do Bundão Grandão","É o Baile do Japa NK","DJ Japa NK;Mc Don Juan;MC Ryan SP;MC Tuto;MC Paulin da Capital;Mc Rodrigo do CN;Mc Lele JP",2026-06-03,333821,64,true,31issvbo2go74xaihjj5ccogxvni,2026-08-20T18:53:55Z,"funk,trap funk,funk consciente,funk de bh,funk carioca","WM Brazil",0.935,0.631,4,-6.392,0,0.165,0.082,0.00000406,0.348,0.737,129.967,4
spotify:track:61UChgVhY8bn2mIIKVGAdF,"Outfit Valioso","Outfit Valioso","MC Cebezinho;Mc PP da VS;Mc Magal;MC Ryan SP;Salvador Da Rima;DJ Oreia",2020-08-22,263414,64,false,31issvbo2go74xaihjj5ccogxvni,2026-08-20T18:54:01Z,"funk,funk consciente,trap funk,trap brasileiro","GR6 Music",0.836,0.559,1,-5.429,0,0.319,0.549,0,0.117,0.837,164.194,4
spotify:track:7wfHnTinwOLmYktsMZz3bo,"Se Eu Ficar Pá Nem Me Testa","Se Eu Ficar Pá Nem Me Testa","Mc J9;DJ Guh Mix;Mc Don Juan;MC Ryan SP;Mc Negão Original;Menor Richard;Mc Alan JR;Mc IG;DJ Japa NK",2026-02-27,407804,76,true,31issvbo2go74xaihjj5ccogxvni,2026-08-20T18:54:05Z,"funk,funk consciente,trap funk","Bololo Records",0.931,0.558,8,-4.835,0,0.195,0.141,0.000103,0.0939,0.795,122.91,4
spotify:track:0kwp0tWBRqQFCZnBSMYNBf,"É Fantástico","Já Virei Lenda Aqui","MC Jvila;Mc Don Juan",2026-09-01,166153,53,true,31issvbo2go74xaihjj5ccogxvni,2026-09-02T09:20:08Z,"funk,trap funk,funk consciente","WM Brazil",0.619,0.757,5,-3.709,0,0.433,0.145,0,0.235,0.754,86.687,5
spotify:track:5nzn9neUXxZhv0WPYMbBQw,"Puxa o Lança","Já Virei Lenda Aqui","MC Jvila;KayBlack;Veigh;Vulgo FK;Honaiser;Nagalli;Stick;Toledo",2026-09-01,291713,79,true,31issvbo2go74xaihjj5ccogxvni,2026-09-02T09:20:12Z,"funk,trap funk,funk consciente,trap brasileiro,trap,hip hop brasileiro","WM Brazil",0.585,0.599,4,-5.072,0,0.29,0.545,0,0.189,0.631,85.303,5
spotify:track:0HSbOa7lWf4uerTDfwK9xJ,"Joia Rara","Já Virei Lenda Aqui","MC Jvila;MC Hariel",2026-09-01,173824,56,true,31issvbo2go74xaihjj5ccogxvni,2026-09-02T09:20:15Z,"funk,trap funk,funk consciente","WM Brazil",0.71,0.704,7,-4.719,0,0.433,0.243,0,0.142,0.804,109.351,4
spotify:track:1aAF2xWL9xuD6X3JjiljnR,"EXAGERADO","Já Virei Lenda Aqui","MC Jvila;MC Meno K;Mc Rodrigo do CN;DJ Glenner",2026-09-01,230625,73,true,31issvbo2go74xaihjj5ccogxvni,2026-09-02T09:20:19Z,"funk,trap funk,funk consciente,funk carioca,funk de bh","WM Brazil",0.913,0.712,8,-5.764,0,0.206,0.0627,0.00000475,0.101,0.83,128.067,4
spotify:track:1ZyIxTZ6Acp0t5rtnk6Gj5,"Jogado Em Uma Nave","Já Virei Lenda Aqui","MC Jvila;DJ Glenner;Dj GBR",2026-09-01,168785,58,true,31issvbo2go74xaihjj5ccogxvni,2026-09-02T09:20:23Z,"funk,trap funk,funk consciente","WM Brazil",0.764,0.613,4,-8.154,0,0.428,0.536,0,0.106,0.431,169.82,4
spotify:track:5ychfa5aRAnY8JQdS0FoC3,"Lembranças","Já Virei Lenda Aqui","MC Jvila;MC GP;Mc IG;MC Meno K;DJ Glenner;DU'L;Dj Daltin no Beat",2026-09-01,427920,57,true,31issvbo2go74xaihjj5ccogxvni,2026-09-02T09:20:28Z,"funk,trap funk,funk consciente,funk carioca","WM Brazil",0.583,0.447,1,-6.583,0,0.091,0.22,0,0.111,0.587,89.866,3
spotify:track:0ByFcgxYF8qwIFQCKdY8iP,"Eu e Você, Você e Eu","Já Virei Lenda Aqui","MC Jvila;Mc IG;DJ DAVI DOGDOG",2026-09-01,173685,57,true,31issvbo2go74xaihjj5ccogxvni,2026-09-02T09:20:31Z,"funk,trap funk,funk consciente","WM Brazil",0.741,0.652,2,-6.123,0,0.293,0.639,0,0.14,0.696,130.049,4
spotify:track:2zwxam7SWpj1zK49EclpQa,"Quartinho de Madeira","Já Virei Lenda Aqui","MC Jvila;Borges;Mc Th;DJ Dael",2026-09-01,228809,51,true,31issvbo2go74xaihjj5ccogxvni,2026-09-02T09:20:34Z,"funk,trap funk,funk consciente,trap brasileiro,trap,hip hop brasileiro,funk carioca","WM Brazil",0.85,0.87,1,-2.386,1,0.125,0.576,0.00000223,0.379,0.873,127.942,4
spotify:track:2ov1DHFZZnTO7RmbJYxL8J,"Sem Moderação","Já Virei Lenda Aqui","MC Jvila;Mc Livinho;Perera DJ;DJ JB Mix;DJ Maurinho do Kit",2026-09-01,150047,51,true,31issvbo2go74xaihjj5ccogxvni,2026-09-02T09:20:38Z,"funk,trap funk,funk consciente,funk carioca","WM Brazil",0.821,0.701,8,-4.378,0,0.269,0.678,0,0.128,0.772,129.997,4
spotify:track:0FfeR86HoVdZkSrMrD46tf,"Funk Love","Já Virei Lenda Aqui","MC Jvila;MC Marks;DJ Dan Tá Ligado",2026-09-01,192075,50,true,31issvbo2go74xaihjj5ccogxvni,2026-09-02T09:20:40Z,"funk,trap funk,funk consciente","WM Brazil",0.593,0.8,8,-3.148,0,0.244,0.282,0,0.0957,0.653,129.595,4
spotify:track:0q0svIhNWH26STi9OscDgQ,"Não Tá Tão Bem","Já Virei Lenda Aqui","MC Jvila;MC Cabelinho;Mc Don Juan;Bielzin;Dj Juninho da Espanha;Mc Rodrigo do CN;Palma;Vinicin",2026-09-01,334088,54,true,31issvbo2go74xaihjj5ccogxvni,2026-09-02T09:20:43Z,"funk,trap funk,funk consciente,trap brasileiro,trap,hip hop brasileiro,funk de bh,funk carioca","WM Brazil",0.778,0.712,11,-4.46,1,0.0984,0.525,0,0.306,0.781,126.006,4
spotify:track:2MfdiIAHeD524p2HSrY4EO,"Ouvindo Djavan","Já Virei Lenda Aqui","MC Jvila;NADER MC",2026-09-01,171836,48,true,31issvbo2go74xaihjj5ccogxvni,2026-09-02T09:20:47Z,"funk,trap funk,funk consciente","WM Brazil",0.795,0.38,0,-12.037,0,0.425,0.187,0,0.117,0.513,135.799,4
spotify:track:0wqAoCCm2D8IfnPtbavuxz,"Sem Querer","Já Virei Lenda Aqui","MC Jvila;MC Joãozinho VT;Mc Rodrigo do CN;Yuri Redicopa",2026-09-01,253910,54,true,31issvbo2go74xaihjj5ccogxvni,2026-09-02T09:20:51Z,"funk,trap funk,funk consciente,funk de bh,funk carioca,funk bruxaria","WM Brazil",0.717,0.49,11,-5.955,0,0.507,0.0536,0,0.453,0.899,129.822,4
spotify:track:5YirFOX3CG0Z2kKJiA5Jem,"Rumo ao Estrelato","Já Virei Lenda Aqui","MC Jvila;Major RD",2026-09-01,151748,46,true,31issvbo2go74xaihjj5ccogxvni,2026-09-02T09:20:54Z,"funk,trap funk,funk consciente","WM Brazil",0.731,0.753,7,-4.287,0,0.331,0.033,0,0.116,0.666,83.699,5
spotify:track:1svoz145IR7xkM3RN40l4F,"20 KM","Já Virei Lenda Aqui","MC Jvila;Mc Kadu;Brenninho VJ;Mc Dena;Dj Victor;Mc Magal",2026-09-01,394581,49,true,31issvbo2go74xaihjj5ccogxvni,2026-09-02T09:20:57Z,"funk,trap funk,funk consciente","WM Brazil",0.655,0.538,1,-6.078,1,0.654,0.00945,0,0.178,0.334,88.995,3
spotify:track:1fM6QocmQTOc4sFSdxavYj,"À Vontade","Já Virei Lenda Aqui","MC Jvila;Bielzin;Mc Don Juan;DJ Dael;Mc Rodson",2026-09-01,241139,45,true,31issvbo2go74xaihjj5ccogxvni,2026-09-02T09:21:00Z,"funk,trap funk,funk consciente,trap brasileiro,trap,hip hop brasileiro,funk carioca","WM Brazil",0.699,0.768,5,-1.417,0,0.451,0.417,0,0.134,0.781,124.201,4
spotify:track:4rfcgzIR55BniuEmx4Ixep,"Tropa do Arranca","RESTRITO","Mc Kelvinho;MC GP;MC Ryan SP;DJ GH",2026-05-19,288000,62,true,31issvbo2go74xaihjj5ccogxvni,2026-09-02T09:22:34Z,"funk consciente,funk,trap funk","GR6 Music",0.73,0.398,6,-9.916,0,0.693,0.191,0,0.104,0.728,118.652,1
spotify:track:7By1xSEpnisnvOK6CvrEk1,"SET BOCA 09 (feat. Mc Jvila, Mc Lele JP, Mc Leozin, Mc Bruninho da Praia & DJ Glenner)","SET BOCA 09 (feat. Mc Jvila, Mc Lele JP, Mc Leozin, Mc Bruninho da Praia & DJ Glenner)","MC Ryan SP;MC Meno K;MC GP;Dj Daltin no Beat;MC Jvila;Mc Lele JP;Mc Leozin;Mc Bruninho da Praia;DJ Glenner",2026-08-20,431219,80,true,31issvbo2go74xaihjj5ccogxvni,2026-09-02T09:22:48Z,"funk,funk consciente,trap funk,funk carioca,funk de bh","Bololo Records",0.826,0.784,7,-3.882,0,0.102,0.157,0.000539,0.131,0.668,122.892,4
spotify:track:0grgrP1f6nHBspZG9CUtXp,"Pix Ou Presente 2 (feat. MC Paulin da Capital, MC Kelvinho, Nilo, MC G15, MC GP, Mc Negão Original & DJ Torricelli)","Pix Ou Presente 2 (feat. MC Paulin da Capital, MC Kelvinho, Nilo, MC G15, MC GP, Mc Negão Original & DJ Torricelli)","MC Jvila;MC Ryan SP;MC Cebezinho;DJ CARLINHOS;DJ Dael;MC Paulin da Capital;Mc Kelvinho;MC G15;MC GP;Mc Negão Original;DJ Torricelli;Nilo",2025-02-20,593587,64,true,31issvbo2go74xaihjj5ccogxvni,2026-09-02T09:22:53Z,"funk,trap funk,funk consciente","Legenda Records",0.747,0.874,3,-1.339,0,0.136,0.468,0,0.129,0.701,130.949,4
spotify:track:34XAmPbubKfCBgKjS0xDEE,"Paraíso Tropical 2","Paraíso Tropical 2","Dj Victor;Mc Kadu;MC GP;MC Menor da VG;MC Joãozinho VT;Mc Lele JP;Mc IG;MC Ryan SP;MC Cebezinho",2021-12-17,492000,47,false,31issvbo2go74xaihjj5ccogxvni,2026-09-02T09:22:57Z,"funk,funk consciente,trap funk","Nova Era",0.696,0.46,3,-4.369,0,0.15,0.658,0,0.0913,0.717,159.888,4
spotify:track:3ow7zYRhbIO7f4yyHI4ZaD,"Manha","previas.zip","Teto",2021-04-01,177442,65,true,31issvbo2go74xaihjj5ccogxvni,2026-09-02T09:23:03Z,"trap brasileiro,trap,trap funk,hip hop brasileiro","Sony Music Entertainment",0.913,0.609,7,-6.551,0,0.0948,0.0193,0,0.0974,0.842,140.009,4
spotify:track:1RgJ4lexKGNBlKnyxB5SRt,"Balazul","Mateca x Teto","Teto;Mateca",2022-06-07,202909,68,false,31issvbo2go74xaihjj5ccogxvni,2026-09-02T09:23:07Z,"trap brasileiro,trap,trap funk,hip hop brasileiro","Sony Music Entertainment",0.843,0.458,5,-7.428,0,0.166,0.31,0,0.14,0.772,110.077,4
spotify:track:6471hY70Y1yx63DRyKGf3L,"Bololô Session vol.1 (Alô Porteiro) [feat. Mc Lele JP & 2B]","Bololô Session vol.1 (Alô Porteiro) [feat. Mc Lele JP & 2B]","MC Ryan SP;Mc Jacaré;Mc IG;Gubeatz;Mc Lele JP;2B",2026-07-09,232320,53,true,31issvbo2go74xaihjj5ccogxvni,2026-09-02T09:23:19Z,"funk,funk consciente,trap funk,funk carioca","Bololo Records",0.669,0.444,8,-8.818,0,0.543,0.353,0,0.103,0.645,118.324,4
spotify:track:7r97uYKerk2ke7VIijwruo,"Arujá Moiô","Cadê o Negão?","Mc Negão Original;Mc Kelvinho;MC Willian;DJ David LP",2026-05-07,249232,54,true,31issvbo2go74xaihjj5ccogxvni,2026-09-18T16:21:37Z,"funk,trap funk,funk consciente","WM Brazil",0.864,0.641,9,-4.572,0,0.514,0.609,0,0.165,0.769,130.158,4
spotify:track:6Dt7cNKTHAdanlqKOE2aJl,"Um Pouco Sumido","Cadê o Negão?","Mc Negão Original;MC Ryan SP;MC GP;MC Cebezinho;DJ Dael",2026-05-07,243809,58,true,31issvbo2go74xaihjj5ccogxvni,2026-09-18T16:21:41Z,"funk,trap funk,funk consciente","WM Brazil",0.868,0.728,9,-6.607,0,0.312,0.48,0,0.09,0.894,125.992,4
spotify:track:4NLx9UfDFiNb0oPPL7i2fT,"Tá Moiado","Cadê o Negão?","Mc Negão Original;Mc Kadu;MC Ryan SP;Dj Aladin GDB;Oldilla",2026-05-07,260950,52,true,31issvbo2go74xaihjj5ccogxvni,2026-09-18T16:21:45Z,"funk,trap funk,funk consciente","WM Brazil",0.844,0.896,9,-3.201,0,0.349,0.497,0.0000685,0.118,0.513,126.19,4
spotify:track:7edvBJ0le6FB39VpN3FyDB,"A Culpa é Sua 🫵🏾","Negão no Love - Ariano💔","Mc Negão Original;DJ David LP",2025-12-04,172615,51,true,31issvbo2go74xaihjj5ccogxvni,2026-09-18T16:21:50Z,"funk,trap funk,funk consciente","WM Brazil",0.762,0.555,8,-6.903,1,0.0726,0.841,0.0016,0.143,0.751,130.138,4
spotify:track:5OMLobTpsFt5p0BP1Jh1hv,"Nos vai ficar, sem se sufocar","Nos vai ficar, sem se sufocar","Mc Lele JP;Dj Andrabeat;Pêpa Beatmaker",2026-08-13,120000,76,true,31issvbo2go74xaihjj5ccogxvni,2026-09-18T16:21:54Z,"funk,funk consciente,trap funk","Gringos World Produtora",0.721,0.387,10,-8.58,0,0.5,0.576,0.00000144,0.108,0.687,127.772,4
spotify:track:3alXKfMzXBihQSiZVtDYju,"mais cara do site","FUNK DE CANALHA","G.A;MC Jvila;MC Vine7;Perera DJ;Supernova Ent",2026-05-22,189677,51,true,31issvbo2go74xaihjj5ccogxvni,2026-09-18T16:21:58Z,"trap brasileiro,trap funk,trap,funk,funk consciente,hip hop brasileiro","Supernova Entertainment",0.656,0.654,10,-4.124,0,0.33,0.232,0,0.109,0.683,92.178,3
spotify:track:5BA4HUyjhg6ock2zEjxEjw,"Vilão da Mídia!","DOIS Quebrada Inteligente","Kyan;Mu540",2025-05-29,242007,53,true,31issvbo2go74xaihjj5ccogxvni,2026-09-18T16:22:01Z,"trap brasileiro,trap funk,trap,hip hop brasileiro","EHXIS",0.852,0.838,11,-4.653,0,0.246,0.0866,0.00000485,0.136,0.641,127.027,4
spotify:track:7iBATFYW03nTefCrkadzWb,"Vingança","Vingança","Mc Jacaré;MC LUUKY;dj andreoli",2026-04-15,140307,76,false,31issvbo2go74xaihjj5ccogxvni,2026-09-18T16:22:05Z,"funk,trap funk,funk carioca,funk consciente,electro","Universal Music Ltda (S&D)",0.789,0.795,0,-1.792,0,0.477,0.708,0,0.151,0.752,86.642,5
spotify:track:3RKxR4ylugvzHU0S8AhVaz,"eu vou ser rico","tempo.zip","Teto",2025-01-15,181960,62,true,31issvbo2go74xaihjj5ccogxvni,2026-09-18T16:22:08Z,"trap brasileiro,trap,trap funk,hip hop brasileiro","30PRAUM",0.78,0.762,3,-3.095,0,0.266,0.412,0,0.172,0.774,153.119,4
spotify:track:37J7T56pGfgnQQMlAqdrGt,"Sem Sentimento","Sem Sentimento","Vulgo FK;DU'L;MC GP;Pedro Lotto;Toledo;Galdino",2025-04-03,132244,57,true,31issvbo2go74xaihjj5ccogxvni,2026-09-18T16:22:12Z,"trap brasileiro,trap funk,trap,funk,hip hop brasileiro,funk consciente","Som Livre",0.625,0.604,2,-7.722,0,0.164,0.609,0,0.111,0.806,147.107,4
spotify:track:20BRVZEog9m5rZGSv2UIGf,"PRINCESA MANDRAKA.","DOIS Quebrada Inteligente Pro Max","Kyan;Mu540;Vulgo FK;Mc Larisson",2025-12-11,237456,45,true,31issvbo2go74xaihjj5ccogxvni,2026-09-18T16:22:16Z,"trap brasileiro,trap funk,trap,hip hop brasileiro,funk","EHXIS",0.878,0.819,8,-1.974,0,0.153,0.392,0.00000713,0.0601,0.59,130.161,4
spotify:track:3enrcaKckZDenPaUHeQ9vc,"Tu Decide","Tu Decide","MC Leozinho ZS;Mc Don Juan;DJ JHOW BEATS;Dj Andrabeat;MC Jacaré",2026-09-08,176076,59,true,31issvbo2go74xaihjj5ccogxvni,2026-09-18T16:22:19Z,"funk,funk consciente,trap funk","Uban",0.922,0.568,4,-4.213,0,0.168,0.0654,0.0046,0.227,0.798,130.04,4
spotify:track:5XhG8HGyxLrkJAASxLA463,"Champagne","Lobo","Orochi;PL Quest;BIN;Kizzy;Mainstreet",2021-04-29,245070,72,true,31issvbo2go74xaihjj5ccogxvni,2026-09-18T16:22:24Z,"trap brasileiro,hip hop brasileiro,trap funk,trap","Mainstreet Records",0.399,0.599,9,-5.252,0,0.2,0.164,0.00000194,0.111,0.31,91.523,4
spotify:track:53N1AC81BMEfi6dINE70ae,"Desembarque","Desembarque","Mc Negão Original;Vulgo FK;Yunk Vino;Aaron Modesto;Galdino;H4lfmeasures;Nagalli;Toledo",2026-05-06,225456,43,true,31issvbo2go74xaihjj5ccogxvni,2026-09-18T16:26:25Z,"funk,trap funk,funk consciente,trap brasileiro,trap,hip hop brasileiro","WM Brazil",0.594,0.517,7,-4.494,1,0.325,0.759,0.000168,0.116,0.301,128.893,4
