Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:0YgVM20w0W2Xe4hw2vTibU,"MTG - Base da Maldade","MTG - Base da Maldade","Dj Leo Lg;Mc Rodrigo do CN;Dj Dg Do Rb;DJ TH DO PRIMEIRO",2023-03-06,116538,54,true,31iyzpt6ozhhinwi72azy6ryb6lu,2024-04-26T17:22:10Z,"funk de bh,funk,funk carioca","FERA ENTRETENIMENTO SP",0.83,0.664,6,-2.297,1,0.28,0.51,0,0.67,0.934,86.665,5
spotify:track:7vEM40x4fO5zjDCXpm3PZa,"Bato Com o Placo na Cara","Bato Com o Placo na Cara","DJ DH;MC Taradin;Cjtinha;DN22",2024-03-21,120000,52,true,31iyzpt6ozhhinwi72azy6ryb6lu,2024-04-26T22:51:18Z,"funk","HELIPA",0.912,0.783,6,-5.657,1,0.201,0.21,0.0000185,0.0217,0.503,132.036,4
spotify:track:4iRAUEDRCAGGAp7GAi4BYV,"Tu Sabe Amo Seus Peitos","Tu Sabe Amo Seus Peitos","DJ PK O Único;MC RESTRITO ORIGINAL",2024-03-10,97714,50,true,31iyzpt6ozhhinwi72azy6ryb6lu,2024-04-26T22:52:09Z,"funk carioca,funk","DJ PK O Único65t",0.866,0.772,8,0.469,1,0.377,0.321,0.0296,0.111,0.906,140.249,4
spotify:track:3MxbRHE1u74SoMNR9iURIZ,"Jogo do Amor","Jogo do Amor","MC Bruninho",2018-05-08,144039,61,false,31iyzpt6ozhhinwi72azy6ryb6lu,2024-04-26T22:52:47Z,"brega funk,funk","Thiago Gravações",0.758,0.52,1,-6.405,1,0.0866,0.212,0,0.071,0.857,154.06,4
spotify:track:3ybvcngBWfJ5YAU8PLYIVy,"Sem Lovezinho","Sem Lovezinho","Felipe Amorim;Ya Malb",2023-12-14,165230,53,true,31iyzpt6ozhhinwi72azy6ryb6lu,2024-04-26T22:54:59Z,"piseiro,forró,arrocha,sertanejo,agronejo,brega","One Play",0.855,0.829,7,-2.718,1,0.0402,0.263,0,0.245,0.829,130.009,4
spotify:track:01efDF4LDREwvViIR2M6sL,"Ela Quer Fumar Do Rush","Ela Quer Fumar Do Rush","DJ ESCOBAR;MC Theuzyn;LIPE DIIAS;MC Flavinho;DJ Cayoo",2022-06-06,108922,37,true,31iyzpt6ozhhinwi72azy6ryb6lu,2024-04-27T20:52:02Z,"funk,funk de bh,funk carioca","iMusics",0.709,0.602,6,-6.162,0,0.423,0.615,0.0000577,0.179,0.316,86.483,3
spotify:track:7BCLsQczpr8tC0L4yg4HxM,"Mais Novo, Eu Quero Putaria, Cansei do 150","Mais Novo, Eu Quero Putaria, Cansei do 150","Mc Rose da Treta;Márcio Fantasia",2023-07-10,165013,48,true,31iyzpt6ozhhinwi72azy6ryb6lu,2024-04-27T20:53:29Z,"funk carioca,funk,phonk brasileiro","Mc Rose da Treta",0.896,0.775,9,-0.946,1,0.176,0.0097,0.00000124,0.0414,0.95,140.014,4
spotify:track:01xPaQv2fAE3aDOANB2gv3,"Compromisso","Compromisso","Mc Leozin",2018-09-13,112615,57,false,31iyzpt6ozhhinwi72azy6ryb6lu,2024-04-28T11:58:47Z,"funk,funk de bh","A2M Produtora",0.904,0.227,4,-16.419,0,0.343,0.802,0,0.111,0.839,129.791,4
spotify:track:4NPLTwiuGGDZYdrDtTnGdp,"Migué de Boleiro","Hits dos Passinhos","Shevchenko e Elloco",2017-10-01,237374,4,true,31iyzpt6ozhhinwi72azy6ryb6lu,2024-04-28T15:39:56Z,"brega funk,brega,funk","JP Music BR",0.767,0.827,10,-2.101,1,0.243,0.567,0,0.159,0.808,160.041,4
spotify:track:5J1xChbEwiI3q371r7mDOg,"Os Mandrake Curte a Vida","Os Mandrake Curte a Vida","MC Paulin da Capital;MC Ryan SP",2020-09-25,256000,56,true,31iyzpt6ozhhinwi72azy6ryb6lu,2024-04-28T15:41:20Z,"funk consciente,funk,trap funk","GR6 Music",0.756,0.688,6,-5.966,0,0.308,0.485,0,0.0691,0.628,89.829,4
spotify:track:5u0iZ81Yf2L90FQLYQUiiG,"Famoso Machuca Xota","Famoso Machuca Xota","Mc Larissa;Mc Lekão;DJ Arana",2023-02-13,169800,58,true,31iyzpt6ozhhinwi72azy6ryb6lu,2024-04-28T15:43:03Z,"brega funk,funk,funk bruxaria","Portuga Records & Funk 24por48",0.595,0.718,11,-3.022,1,0.196,0.154,0,0.163,0.553,129.614,4
spotify:track:5QyecPCNZUVL1qDNTdt1qM,"Que Saudade de Você","Que Saudade de Você","Mc Kaio;MC L da Vinte;Vitin Do MT;A2M PRODUTORA",2019-12-19,123791,68,true,31iyzpt6ozhhinwi72azy6ryb6lu,2024-04-28T16:16:44Z,"funk de bh,funk,funk carioca,funk consciente","A2M Produtora",0.584,0.315,2,-4.379,0,0.201,0.829,0,0.0915,0.479,85.299,5
spotify:track:1hNyAO6FGbezL5nMAdn6W7,"Era uma Vez","Era uma Vez","MC Cabelinho;DJ Meek;Davi;Luan;Juninho",2019-01-07,208692,0,true,31iyzpt6ozhhinwi72azy6ryb6lu,2024-04-29T02:37:58Z,"trap brasileiro,trap funk,trap,hip hop brasileiro,funk consciente,funk carioca,funk,funk melody","MC Cabelinho",0.464,0.868,11,-4.745,0,0.456,0.382,0,0.658,0.884,180.767,5
spotify:track:7ad8Dl0dVmj6i3hfRxUKoD,"Predador de Perereca","Predador de Perereca","Mc Jhey",2015-08-18,198556,59,true,31iyzpt6ozhhinwi72azy6ryb6lu,2024-04-29T02:38:07Z,"phonk,funk,funk bruxaria,phonk brasileiro","MC Jhey",0.726,0.31,1,-6.004,1,0.606,0.103,0,0.0949,0.415,130.054,4
spotify:track:12v6LfkX9YIR3uLefIAAYZ,"Comprei um Lança","Comprei um Lança","Mc Jacaré",2020-04-07,112345,57,true,31iyzpt6ozhhinwi72azy6ryb6lu,2024-04-29T02:40:03Z,"funk,trap funk,funk carioca","Mc Jacare / Los Pantchos",0.652,0.723,7,-7.576,1,0.112,0.238,0.000349,0.0719,0.53,130.759,3
spotify:track:5UP7bp4eLm6MNOTWqqn19x,"A Gente Brigou","A Gente Brigou","Mc Don Juan",2017-05-29,169769,65,true,31iyzpt6ozhhinwi72azy6ryb6lu,2024-04-29T19:14:13Z,"funk,funk consciente,trap funk","GR6 Music",0.853,0.543,11,-3.074,1,0.123,0.176,0,0.0654,0.751,99.724,4
spotify:track:6Diq6oBnDVzsrNcRllXRbM,"Maldita de Ex","Maldita de Ex","Mc Leozin;Mc Frog;A2M PRODUTORA",2019-06-27,164257,70,true,31iyzpt6ozhhinwi72azy6ryb6lu,2024-05-03T14:04:44Z,"funk,funk de bh,funk consciente","A2M Produtora",0.811,0.583,6,-0.969,0,0.0306,0.194,0.000256,0.0685,0.673,133.054,4
spotify:track:3TvRRQj7qg8GOD612X9hKT,"Namorar Não Dá","Namorar Não Dá","MC Kevin o Chris;Vitor Canetinha",2019-03-28,122462,52,true,31iyzpt6ozhhinwi72azy6ryb6lu,2024-05-03T14:05:05Z,"funk,funk carioca,brega funk","ADpar",0.774,0.654,1,-3.626,1,0.425,0.233,0.00208,0.087,0.742,99.864,3
spotify:track:0pmk1GXXva2fYczbaz9OFn,"Lei do Retorno","Lei do Retorno","MC Hariel;Mc Don Juan",2017-06-09,257278,63,true,31iyzpt6ozhhinwi72azy6ryb6lu,2024-05-03T14:05:22Z,"funk,funk consciente,trap funk","GR6 Music",0.595,0.699,11,-4.36,1,0.177,0.141,0,0.301,0.787,129.842,4
spotify:track:6vqDWhoHb6RnkI6pOGHgXU,"De Copão Na Mão","De Copão Na Mão","MC Novinho da Praça",2018-01-17,273319,53,false,31iyzpt6ozhhinwi72azy6ryb6lu,2024-05-03T14:05:33Z,"funk,funk carioca","GR6 Music",0.713,0.53,8,-9.402,1,0.168,0.541,0,0.266,0.626,129.928,4
spotify:track:0WhDotK0QXigmsrlw0DxKK,"Evoluiu","Evoluiu","MC Kevin o Chris;Sodré",2019-03-15,179644,67,true,31iyzpt6ozhhinwi72azy6ryb6lu,2024-05-03T14:05:46Z,"funk,funk carioca,brega funk","ADpar",0.776,0.465,7,-6.368,0,0.434,0.466,0,0.363,0.694,149.829,4
spotify:track:7FiIQXpIeLo3ITfGGpb8PB,"Vamos pra Gaiola","Vamos pra Gaiola","MC Kevin o Chris;FP do Trem Bala",2019-01-11,161600,70,true,31iyzpt6ozhhinwi72azy6ryb6lu,2024-05-03T14:05:54Z,"funk,funk carioca,brega funk","ADPAR Produções",0.872,0.971,6,-5.576,1,0.281,0.917,0.00143,0.121,0.521,149.987,4
spotify:track:2x8TNY9KwNvD19gVGs4WOP,"Ela É do Tipo","Ela É do Tipo","MC Kevin o Chris",2019-03-07,204930,72,false,31iyzpt6ozhhinwi72azy6ryb6lu,2024-05-03T14:06:04Z,"funk,funk carioca,brega funk","ADpar",0.632,0.398,6,-6.615,1,0.373,0.945,0,0.228,0.633,90.695,4
spotify:track:08HT2Iw41g8crDGiZtQnn2,"Toma Toma Tá","Toma Toma Tá","MC Rogê;Dj Pedro Henrique",2019,160511,0,false,31iyzpt6ozhhinwi72azy6ryb6lu,2024-05-03T14:06:13Z,"funk,funk carioca,brega funk","Produtora X",0.584,0.799,11,-4.094,0,0.503,0.369,0,0.226,0.596,149.589,4
spotify:track:67mqU3FeErlvWwsxnMfvQo,"Tudo Aconteceu","Tudo Aconteceu","MC Du Black;Delacruz;Dj Salgueirinho",2020-02-07,155124,73,true,31iyzpt6ozhhinwi72azy6ryb6lu,2024-05-03T14:06:20Z,"funk,brega funk,hip hop brasileiro,pop nacional","Universal Music Ltda.",0.579,0.346,0,-13.975,0,0.368,0.86,0.00000202,0.0945,0.741,102.374,5
spotify:track:1YUqCv6BvaXH1MFLecR8FE,"Foi Até Bom Te Encontrar","Foi Até Bom Te Encontrar","FP do Trem Bala;Mc Niel",2018-10-18,137085,60,true,31iyzpt6ozhhinwi72azy6ryb6lu,2024-05-03T14:06:31Z,"funk,funk carioca,brega funk","FP do Trem Bala",0.663,0.831,5,-5.664,1,0.527,0.15,0,0.123,0.712,149.886,4
spotify:track:3w47coeWpV2BjqcaX3FtKD,"Eu Que Sabotei","Eu Que Sabotei","Mc Mr. Bim;Mc Gw",2019-07-26,120066,53,true,31iyzpt6ozhhinwi72azy6ryb6lu,2024-05-03T14:06:52Z,"funk de bh,funk,brega funk,phonk,phonk brasileiro,funk carioca,funk bruxaria","GR6 Music",0.684,0.717,6,-3.315,0,0.125,0.829,0.000011,0.0702,0.579,85.455,5
spotify:track:1VrurP5jOjRM7dRNUFLXly,"Tu Ja Sabe o Que Eu Faço Lá No Meu Barraco","Tu Ja Sabe o Que Eu Faço Lá No Meu Barraco","MC Nego da Marcone;Selminho DJ;DJ Denilson o clínico",2018-09-28,173400,62,true,31iyzpt6ozhhinwi72azy6ryb6lu,2024-05-03T14:07:04Z,"funk,funk carioca,brega funk","GR6 Music",0.714,0.556,0,-4.8,1,0.533,0.0918,0.0000459,0.127,0.494,130.326,1
spotify:track:3ZjpeqP47CBSMUTc6IVhEM,"Bonita, Lindinha e Sagaz","Bonita, Lindinha e Sagaz","Mc Davi;Mc Pedrinho",2018-01-18,155076,64,true,31iyzpt6ozhhinwi72azy6ryb6lu,2024-05-03T14:07:15Z,"funk,funk consciente,trap funk","GR6 Music",0.63,0.465,1,-7.143,1,0.541,0.306,0,0.0783,0.84,167.285,5
spotify:track:26WpOBpHiIMoBuMEIwtOCH,"Quando a vontade bater (Participação especial de PK Delas)","Quando a vontade bater (Participação especial de PK Delas)","Pk;PK Delas",2019-03-04,166400,72,true,31iyzpt6ozhhinwi72azy6ryb6lu,2024-05-03T14:07:23Z,"funk,trap funk,hip hop brasileiro,funk carioca","WM Brazil",0.621,0.7,8,-5.502,1,0.247,0.539,0,0.152,0.704,149.902,4
spotify:track:0uwACgfVjhpqvVFcmZFV6p,"Sobe Balão Desce Princesa","Sobe Balão Desce Princesa","MC Kevin o Chris;MC Vitinho Avassalador",2018-12-18,211200,60,false,31iyzpt6ozhhinwi72azy6ryb6lu,2024-05-03T14:07:33Z,"funk,funk carioca,brega funk","ADpar",0.682,0.401,0,-6.139,1,0.485,0.11,0.00000188,0.0388,0.676,150.062,4
spotify:track:2HMlz3LPm1NurXSZOAykzU,"Bye Bye","Bye Bye","Mc Don Juan;Mc Davi;Perera DJ",2019-03-11,184615,55,true,31iyzpt6ozhhinwi72azy6ryb6lu,2024-05-03T14:07:40Z,"funk,funk consciente,trap funk","GR6 Music",0.655,0.34,10,-6.834,1,0.358,0.332,0.0000904,0.106,0.24,90.682,5
spotify:track:3YXBNLStlE1G6bOniRFsaO,"Vai Sentando Sem Compromisso - Radio Edit","Vai Sentando Sem Compromisso (Radio Edit)","Mc Alysson",2018-09-24,192052,57,true,31iyzpt6ozhhinwi72azy6ryb6lu,2024-05-03T14:07:50Z,"funk,funk carioca,brega funk","ADpar",0.833,0.881,8,-7.294,1,0.454,0.679,0.000135,0.0793,0.682,149.962,4
spotify:track:63SHcJzckFykS8faA5zojY,"Vem Me Satisfazer","Vem Me Satisfazer","MC Ingryd;DJ Henrique da VK",2019-08-20,188388,66,false,31iyzpt6ozhhinwi72azy6ryb6lu,2024-05-03T14:07:59Z,"funk,brega funk,funk carioca","MC Ingryd",0.862,0.561,8,-5.703,1,0.335,0.596,0,0.108,0.541,99.864,3
spotify:track:1KK42XawUcZ8ruUJu3sHvZ,"Vizinha","Vizinha","DENNIS;MC Kevin o Chris",2019-05-03,115084,49,false,31iyzpt6ozhhinwi72azy6ryb6lu,2024-05-03T14:08:09Z,"funk,funk carioca,funk pop,brega funk","Sony Music Entertainment",0.837,0.756,11,-6.847,0,0.359,0.268,0,0.109,0.831,150.261,4
spotify:track:7DROtyR6IMNifyZmyksyE7,"3 Dias Virado","Só Explosão","Mc IG",2017-12-22,207157,72,true,31iyzpt6ozhhinwi72azy6ryb6lu,2024-05-03T14:08:19Z,"funk,trap funk,funk consciente","GR6 Music",0.823,0.474,2,-9.289,0,0.0503,0.0202,0,0.201,0.833,95.05,4
spotify:track:7MLaJ4MllwDWgNiXGZbC2E,"To Gostando Tanto de Você","To Gostando Tanto de Você","Mc Don Juan",2018-09-14,158383,55,false,31iyzpt6ozhhinwi72azy6ryb6lu,2024-05-03T14:08:33Z,"funk,funk consciente,trap funk","GR6 Music",0.869,0.681,8,-1.796,1,0.0942,0.481,0,0.457,0.904,133.945,4
spotify:track:4ho6IyVZ0TilPf7ctKd84D,"Se Prepara 2","Se Prepara 2","Mc Livinho;Mc Pedrinho;Perera DJ",2019-10-01,147335,65,true,31iyzpt6ozhhinwi72azy6ryb6lu,2024-05-03T14:08:43Z,"funk,funk carioca,funk consciente,trap funk","GR6 Music",0.785,0.453,8,-8.969,0,0.455,0.106,0.00000378,0.106,0.362,134.642,4
spotify:track:2u2T2sB5Geli45Wh7r4lhr,"Hoje Eu Vou Parar Na Gaiola","Hoje Eu Vou Parar Na Gaiola","Mc Livinho;Rennan da Penha",2018-10-17,177093,70,true,31iyzpt6ozhhinwi72azy6ryb6lu,2024-05-03T14:08:55Z,"funk,funk carioca,brega funk","GR6 Music",0.65,0.361,2,-7.153,1,0.404,0.0327,0,0.0978,0.844,89.809,4
spotify:track:3Hb9kUdm4yf839Fle4RIdT,"Parado no Bailão","Parado no Bailão","MC L da Vinte;MC Gury;DJ Swat",2018-07-23,171692,78,false,31iyzpt6ozhhinwi72azy6ryb6lu,2024-05-03T14:09:05Z,"funk,funk de bh,funk carioca","Onerpm",0.828,0.599,11,-1.624,1,0.149,0.381,0,0.0775,0.478,86.533,5
spotify:track:0HiOQzcBkMLj2t5m3ghcbm,"Deu Onda","Deu Onda","MC G15",2016-12-15,143800,66,true,31iyzpt6ozhhinwi72azy6ryb6lu,2024-05-03T14:09:29Z,"funk","GR6 Music",0.938,0.62,8,-1.885,1,0.0606,0.511,0,0.0466,0.845,129.984,4
spotify:track:5cDJa11YyWoUYtAgSCwgcZ,"Festa no Motel","Festa no Motel","Mc Davi;Mc Boy do Charmes",2016-11-30,170200,49,true,31iyzpt6ozhhinwi72azy6ryb6lu,2024-05-03T17:06:49Z,"funk,funk consciente,trap funk","GR6 Music",0.845,0.495,2,-3.245,0,0.101,0.097,0,0.05,0.801,129.968,4
spotify:track:79Jc0SPUwSaUx5br8fRC0c,"Festa de Dodiban","Festa de Dodiban","Taramps;MC Neguinho BDP;Mc Kaverinha;Mc Neguin da BRC",2023-04-17,338000,45,true,31iyzpt6ozhhinwi72azy6ryb6lu,2024-05-03T17:06:59Z,"funk,funk consciente","Rage Massive Records",0.653,0.49,2,-9.46,1,0.31,0.529,0,0.654,0.448,90.726,3
spotify:track:0MHCBUSKMLYfvKHkLHQzU9,"Foi Papai e Mamãe Que Fez","Foi Papai e Mamãe Que Fez","Taramps;MC Iguinho da Capital",2023-06-09,184000,57,false,31iyzpt6ozhhinwi72azy6ryb6lu,2024-05-03T17:08:02Z,"funk,funk consciente","Rage Massive Records",0.567,0.275,8,-17.602,0,0.264,0.689,0.129,0.0791,0.636,92.072,3
spotify:track:0yvv1xKzAPX9rm4wsA5wI7,"A Tropa Do 100 amor","A Tropa Do 100 amor","DJ Guih MS;MC GW",2023-08-12,125538,40,true,31iyzpt6ozhhinwi72azy6ryb6lu,2024-05-03T17:11:25Z,"funk","NOISÉMANDELA",0.839,0.727,9,-0.87,1,0.394,0.599,0.0000526,0.598,0.251,130.074,4
spotify:track:3fktsDCCX8fOm1JE4skIWG,"Brota Na Penha","Brota Na Penha","Mc Livinho;Dj Tavares;Rennan da Penha",2018-11-03,153652,60,true,31iyzpt6ozhhinwi72azy6ryb6lu,2024-05-03T17:35:36Z,"funk,funk carioca,brega funk","GR6 Music",0.572,0.53,5,-9.603,1,0.495,0.21,0,0.0734,0.765,181.809,5
spotify:track:1Cmy8GxBFbWNbh4jPnPQ9n,"Irmã Gostosa","Irmã Gostosa","Mc Livinho;Mc Davi;Perera DJ",2018-02-07,187951,69,true,31iyzpt6ozhhinwi72azy6ryb6lu,2024-05-03T17:35:46Z,"funk,funk carioca,funk consciente,trap funk","GR6 Music",0.865,0.462,4,-4.802,0,0.151,0.412,0,0.233,0.667,133.063,4
spotify:track:79sm6sT7JshUwkCtypMFsJ,"Tchau Pra Falsidade","Tchau Pra Falsidade","Mc Davi",2018-11-22,151384,0,false,31iyzpt6ozhhinwi72azy6ryb6lu,2024-05-03T17:35:54Z,"funk,funk consciente,trap funk","GR6 MUSIC",0.526,0.68,0,-6.827,0,0.132,0.0708,0,0.145,0.839,88.072,5
spotify:track:4yPEpc7XjUhBZLYxqKTBON,"Set Djay W","Set Djay W","Djay W;MC Hariel;Mc Kevin;Mc Davi;Mc Don Juan",2019-04-30,198246,0,false,31iyzpt6ozhhinwi72azy6ryb6lu,2024-05-03T17:36:03Z,"funk consciente,funk,trap funk","GR6 MUSIC",0.597,0.519,5,-5.394,0,0.28,0.122,0,0.137,0.38,63.046,4
spotify:track:7BuAL61SozCjzzaDInr4RE,"Dor de Cabeça","Dor de Cabeça","Mc Don Juan",2019-04-08,172153,0,true,31iyzpt6ozhhinwi72azy6ryb6lu,2024-05-03T17:36:16Z,"funk,funk consciente,trap funk","GR6 MUSIC",0.649,0.676,6,-3.792,1,0.368,0.0372,0,0.169,0.492,86.639,5
spotify:track:5vGseHQ4jBwf4CAF1kwt1C,"Vamo Ali","Vamo Ali","Mc Davi",2017-07-12,144461,0,false,31iyzpt6ozhhinwi72azy6ryb6lu,2024-05-03T17:36:30Z,"funk,funk consciente,trap funk","GR6 MUSIC",0.776,0.719,4,-1.277,1,0.43,0.262,0,0.101,0.633,86.673,3
spotify:track:3ExGiQsyhGSNTHos7CjQIr,"Fiquei Só","Fiquei Só","Mc Davi",2017-07-13,198552,0,false,31iyzpt6ozhhinwi72azy6ryb6lu,2024-05-03T17:36:47Z,"funk,funk consciente,trap funk","GR6 MUSIC",0.593,0.71,2,-2.765,1,0.144,0.0447,0,0.0876,0.508,88.722,5
spotify:track:2O1145fSGWrUY7akiGT6q4,"Ela Bebe Bebe Fuma","Ela Bebe Bebe Fuma","Mc Davi",2017-09-11,169896,0,true,31iyzpt6ozhhinwi72azy6ryb6lu,2024-05-03T17:36:54Z,"funk,funk consciente,trap funk","GR6 MUSIC",0.914,0.83,5,-0.657,1,0.0701,0.106,0,0.0586,0.501,130.025,4
spotify:track:05BYJ6fZzBCIYoXkh50T8h,"Os Cria Ta de Radinho","Os Cria Ta de Radinho","MC GL",2023-09-28,157017,0,true,31iyzpt6ozhhinwi72azy6ryb6lu,2024-05-03T20:28:44Z,"funk carioca,funk,brega funk","MC GL 021",0.468,0.943,7,-2.357,1,0.0902,0.53,0,0.393,0.886,73.496,3
spotify:track:2g87iUiVHLhEWobrC0RdxW,"Medley - Hoje Eu Vou Cair pra Pista","Proibidões 150 Bpm","Mc Pe de Pano;B7 City;Mc Guidanny;Dj Jeffinho Thug",2023-10-12,114580,51,true,31iyzpt6ozhhinwi72azy6ryb6lu,2024-05-03T20:29:23Z,"funk carioca,funk","B7 City",0.841,0.593,3,-5.993,0,0.45,0.554,0,0.0674,0.893,103.321,5
spotify:track:1FZRLPtVdGN01YKtj1IhG4,"Grave Com Som - DJ R7 Mix","Mc Davi","Mc Davi",2016-02-25,151486,0,true,31iyzpt6ozhhinwi72azy6ryb6lu,2024-05-04T00:48:38Z,"funk,funk consciente,trap funk","MC Davi",0.849,0.523,7,-7.923,1,0.268,0.0727,0.00000116,0.106,0.422,130.021,4
spotify:track:1K2FXpscixOkfAPTcpNlPl,"Sem Essa de Perder","Sem Essa de Perder","MC Rogê;Dj Pedro Henrique",2018-10-01,155663,58,true,31iyzpt6ozhhinwi72azy6ryb6lu,2024-05-05T14:50:19Z,"funk,funk carioca,brega funk","Mc Rogê",0.661,0.965,5,-1.604,0,0.0564,0.689,0.00279,0.292,0.914,150.044,4
spotify:track:12R6npsSMx8g0k5GN19poM,"Saquarema","Saquarema","MC Rogê;DJ Meek;Boladinho DJ;Mc G Talibã",2020-07-24,201600,68,true,31iyzpt6ozhhinwi72azy6ryb6lu,2024-05-05T14:50:23Z,"funk,funk carioca,brega funk","Mc Rogê",0.896,0.518,9,-8.524,1,0.266,0.285,0.00306,0.0897,0.793,150.066,4
spotify:track:1Mo6Y99bcMfGvcKhutzYV9,"Coisas da Vida","Coisas da Vida","MC Rogê;Dj Pedro Henrique",2018-10-01,151797,60,true,31iyzpt6ozhhinwi72azy6ryb6lu,2024-05-05T14:50:28Z,"funk,funk carioca,brega funk","Mc Rogê",0.584,0.733,0,-4.457,1,0.35,0.407,0,0.508,0.763,100.435,5
spotify:track:5chdCXDH13v15dwJ8pVc2h,"Quer os Amigos Que Ta de Pt","Quer os Amigos Que Ta de Pt","DJ Brenin;Mc Zangão;Mc Teus",2019-02-04,169999,51,true,31iyzpt6ozhhinwi72azy6ryb6lu,2024-05-05T14:51:50Z,"funk carioca,funk","FW MUSIC",0.911,0.934,7,2.036,1,0.333,0.0246,0.0000304,0.182,0.793,135.048,4
spotify:track:1FDW4AbYuE3EaylVp1QsIq,"Então Ta, Quando Tu Quiser Foder É Só Me Ligar","Então Ta, Quando Tu Quiser Foder É Só Me Ligar","MC Carioca do Sem Terra;DJ GUILHERME DUARTE",2023-06-20,143160,44,true,31iyzpt6ozhhinwi72azy6ryb6lu,2024-05-05T14:57:39Z,"funk carioca,funk","lucky produtora",0.653,0.869,2,2.234,1,0.42,0.445,0,0.0582,0.772,88.192,3
spotify:track:6einQWKRBWArH6fg0HXdNr,"Fode Com os Raul Bigode","Fode Com os Raul Bigode","DJ NINOW 013;Mc Dobella;MC ZERO K",2023-05-15,139520,0,true,31iyzpt6ozhhinwi72azy6ryb6lu,2024-05-06T17:08:41Z,"funk,funk bruxaria","BRUXARIA SOUND",0.661,0.843,5,-0.024,1,0.434,0.192,0,0.232,0.695,86.677,5
spotify:track:37aLQx7BaA9LpDsqr9tKx6,"FEFA","Meu Nome Não é Igor %","Mc IG;TrapLaudo;MC GP;Mc Dena",2023-08-31,281481,51,true,31iyzpt6ozhhinwi72azy6ryb6lu,2024-05-06T18:19:02Z,"funk,trap funk,funk consciente","WM Brazil",0.643,0.465,7,-4.535,1,0.198,0.102,0,0.187,0.657,161.817,4
spotify:track:4ldcxPVAtih8alepJTu8Hx,"Faz Completo, Chefe","Meu Nome Não é Igor %","Mc IG;DJ WN",2023-08-31,127228,62,false,31iyzpt6ozhhinwi72azy6ryb6lu,2024-05-06T18:20:32Z,"funk,trap funk,funk consciente","WM Brazil",0.714,0.373,4,-8.01,0,0.0917,0.593,0.00202,0.0897,0.703,165.935,4
spotify:track:6aCTB0oOxgHSEJ1En3ttdR,"Baile de Marginal","Baile de Marginal","DJ Zigão;Mc Rodrigo do CN",2024-03-21,232615,56,true,31iyzpt6ozhhinwi72azy6ryb6lu,2024-05-07T10:45:20Z,"funk,funk carioca,funk de bh","DJ Zigão",0.855,0.881,6,1.341,1,0.426,0.258,0,0.0672,0.377,86.599,5
spotify:track:5GDnVKUlldY5HMn9iKbuON,"Elas Gosta de Baile de Marginal (feat. DJ MK o Mlk Sinistro)","Elas Gosta de Baile de Marginal","Iasmin Turbininha;Mc Rodrigo do CN;Somália Sucessada;DJ MK o Mlk Sinistro",2024-04-19,181894,0,false,31iyzpt6ozhhinwi72azy6ryb6lu,2024-05-07T10:45:32Z,"funk carioca,brega funk,funk,funk de bh","170 Bpm",0.932,0.807,2,0.822,1,0.432,0.262,0,0.0828,0.58,135.081,4
spotify:track:5F4VhP5xo43O9AmKd1Y260,"Vida Rasa 4-4-2","Vida Rasa 4-4-2","DJ Bertolossi;DG DO BROOKLYN;DJ RD DO MARTINS;Mc Gordinho do Catarina",2023-12-31,168358,0,true,31iyzpt6ozhhinwi72azy6ryb6lu,2024-05-07T10:45:38Z,"funk carioca,funk,funk de bh","FIRMA 21",0.743,0.957,9,2.823,0,0.4,0.483,0,0.0823,0.885,201.281,3
spotify:track:7IOeWNbgtBm4SzHRRO6P1W,"Agora Fudeu Virei 157 Vs Mete Com Força","Agora Fudeu Virei 157 Vs Mete Com Força","DJ ERIC DO RM;Mc Alysson;Funk SÉRIE GOLD",2023-06-10,121110,44,true,31iyzpt6ozhhinwi72azy6ryb6lu,2024-05-07T10:45:43Z,"funk carioca,funk,brega funk","DJ ERIC DO RM",0.73,0.965,1,-3.189,1,0.4,0.192,0,0.293,0.781,66.628,4
spotify:track:5ibCmdjaL6KE3fmtzZBaIJ,"Filipe Ret (Me Enforca, Me Bota)","Filipe Ret (Me Enforca, Me Bota)","DJ Dollynho Da Lapa;MC Biela",2023-12-15,159999,60,true,31iyzpt6ozhhinwi72azy6ryb6lu,2024-05-07T10:45:52Z,"funk carioca,funk","Dj Dollynho da Lapa",0.837,0.763,2,-1.537,1,0.424,0.203,0,0.0696,0.826,135.137,4
spotify:track:0o0wW2KjzK3Cg3RM29lCbI,"12","12","DEGE;Pedrin;jess beats",2021-05-12,120958,51,true,31iyzpt6ozhhinwi72azy6ryb6lu,2024-05-07T10:46:07Z,"trap brasileiro,trap funk,trap","jess beats",0.707,0.508,8,-5.464,1,0.5,0.305,0,0.114,0.419,130.776,4
spotify:track:2fpXsG0aC2uNbUhH142gLX,"Vida de Ladrão","Vida de Ladrão","Mc J Mito",2022-06-24,125769,0,true,31iyzpt6ozhhinwi72azy6ryb6lu,2024-05-07T22:07:34Z,"funk,funk de bh","MK",0.841,0.457,4,-7.496,1,0.719,0.469,0,0.358,0.455,86.64,5
